900,111.250079,NaN,NaN,2
900,2.717027,NaN,NaN,3
900,0.014396,NaN,NaN,4
1100,0.000427,NaN,NaN,1
1100,168.245173,NaN,NaN,2
1100,6.966017,NaN,NaN,3
1100,0.051926,NaN,NaN,4
100,0.000392,NaN,NaN,1
100,18.946697,NaN,NaN,2
100,0.616818,NaN,NaN,3
100,0.033457,NaN,NaN,4
300,0.000586,NaN,NaN,1
300,54.38504,NaN,NaN,2
300,1.915764,NaN,NaN,3
300,0.037883,NaN,NaN,4
500,0.000413,NaN,NaN,1
500,66.079352,NaN,NaN,2
500,1.496041,NaN,NaN,3
500,0.015652,NaN,NaN,4
700,0.000508,NaN,NaN,1
700,73.188502,NaN,NaN,2
700,2.020588,NaN,NaN,3
700,0.008186,NaN,NaN,4
900,0.000454,NaN,NaN,1
900,113.347519,NaN,NaN,2
900,5.808685,NaN,NaN,3
900,0.044167,NaN,NaN,4
1100,0.000473,NaN,NaN,1
1100,181.139395,NaN,NaN,2
1100,6.703472,NaN,NaN,3
1100,0.031349,NaN,NaN,4
100,0.000732,NaN,NaN,1
100,12.945428,NaN,NaN,2
100,0.667726,NaN,NaN,3
100,0.031331,NaN,NaN,4
300,0.000445,NaN,NaN,1
300,53.925075,NaN,NaN,2
300,1.817015,NaN,NaN,3
300,0.024708,NaN,NaN,4
500,0.000377,NaN,NaN,1
500,86.769948,NaN,NaN,2
500,3.109284,NaN,NaN,3
500,0.034167,NaN,NaN,4
700,0.000605,NaN,NaN,1
700,121.939036,NaN,NaN,2
700,4.427674,NaN,NaN,3
700,0.042608,NaN,NaN,4
900,0.000774,NaN,NaN,1
900,108.619533,NaN,NaN,2
900,2.592471,NaN,NaN,3
900,0.009325,NaN,NaN,4
1100,0.000355,NaN,NaN,1
1100,162.652616,NaN,NaN,2
1100,6.694811,NaN,NaN,3
1100,0.03204,NaN,NaN,4
100,0.00048,NaN,NaN,1
100,17.297875,NaN,NaN,2
100,0.6187,NaN,NaN,3
100,0.03415,NaN,NaN,4
300,0.000574,NaN,NaN,1
300,53.863703,NaN,NaN,2
300,1.841478,NaN,NaN,3
300,0.043354,NaN,NaN,4
500,0.000364,NaN,NaN,1
500,56.411758,NaN,NaN,2
500,1.349845,NaN,NaN,3
500,0.014055,NaN,NaN,4
700,0.000323,NaN,NaN,1
700,71.831107,NaN,NaN,2
700,4.395193,NaN,NaN,3
700,0.027957,NaN,NaN,4
900,0.000386,NaN,NaN,1
900,154.689015,NaN,NaN,2
900,5.591825,NaN,NaN,3
900,0.036973,NaN,NaN,4
1100,0.000391,NaN,NaN,1
1100,131.916602,NaN,NaN,2
1100,3.271851,NaN,NaN,3
1100,0.015121,NaN,NaN,4
100,0.000348,NaN,NaN,1
100,9.982587,NaN,NaN,2
100,0.338994,NaN,NaN,3
100,0.013106,NaN,NaN,4
300,0.000498,NaN,NaN,1
300,41.724635,NaN,NaN,2
300,1.843134,NaN,NaN,3
300,0.02327,NaN,NaN,4
500,0.00038,NaN,NaN,1
500,86.287939,NaN,NaN,2
500,3.037679,NaN,NaN,3
500,0.030853,NaN,NaN,4
700,0.000422,NaN,NaN,1
700,121.994026,NaN,NaN,2
700,2.911936,NaN,NaN,3
700,0.008772,NaN,NaN,4
900,0.000301,NaN,NaN,1
900,91.148185,NaN,NaN,2
900,2.448678,NaN,NaN,3
900,0.01303,NaN,NaN,4
1100,0.000535,NaN,NaN,1
1100,139.865108,NaN,NaN,2
1100,6.434302,NaN,NaN,3
1100,0.028548,NaN,NaN,4
100,0.000458,NaN,NaN,1
100,16.233275,NaN,NaN,2
100,0.590677,NaN,NaN,3
100,0.028015,NaN,NaN,4
300,0.000378,NaN,NaN,1
300,47.516586,NaN,NaN,2
300,1.823095,NaN,NaN,3
300,0.035146,NaN,NaN,4
500,0.000356,NaN,NaN,1
500,78.302429,NaN,NaN,2
500,3.033439,NaN,NaN,3
500,0.041451,NaN,NaN,4
700,0.000477,NaN,NaN,1
700,117.585548,NaN,NaN,2
700,4.294918,NaN,NaN,3
700,0.042029,NaN,NaN,4
900,0.000363,NaN,NaN,1
900,156.4426,NaN,NaN,2
900,5.866396,NaN,NaN,3
900,0.026412,NaN,NaN,4
1100,0.00051,NaN,NaN,1
1100,133.379599,NaN,NaN,2
1100,3.045935,NaN,NaN,3
1100,0.01215,NaN,NaN,4
100,0.000268,NaN,NaN,1
100,10.167462,NaN,NaN,2
100,0.253099,NaN,NaN,3
100,0.014067,NaN,NaN,4
300,0.000489,NaN,NaN,1
300,40.539917,NaN,NaN,2
300,1.808612,NaN,NaN,3
300,0.035532,NaN,NaN,4
500,0.000415,NaN,NaN,1
500,86.642264,NaN,NaN,2
500,2.959397,NaN,NaN,3
500,0.044497,NaN,NaN,4
700,0.000444,NaN,NaN,1
700,113.74386,NaN,NaN,2
700,2.336961,NaN,NaN,3
700,0.01555,NaN,NaN,4
900,0.000411,NaN,NaN,1
900,90.726344,NaN,NaN,2
900,2.763592,NaN,NaN,3
900,0.013524,NaN,NaN,4
1100,0.000387,NaN,NaN,1
1100,192.435883,NaN,NaN,2
1100,6.548745,NaN,NaN,3
1100,0.08619,NaN,NaN,4
100,0.000474,NaN,NaN,1
100,17.718063,NaN,NaN,2
100,0.709319,NaN,NaN,3
100,0.041572,NaN,NaN,4
300,0.000494,NaN,NaN,1
300,30.688392,NaN,NaN,2
300,1.006705,NaN,NaN,3
300,0.012082,NaN,NaN,4
500,0.000414,NaN,NaN,1
500,50.064347,NaN,NaN,2
500,1.600034,NaN,NaN,3
500,0.00877,NaN,NaN,4
700,0.000365,NaN,NaN,1
700,99.946881,NaN,NaN,2
700,4.221058,NaN,NaN,3
700,0.040334,NaN,NaN,4
900,0.000934,NaN,NaN,1
900,156.418299,NaN,NaN,2
900,5.452687,NaN,NaN,3
900,0.037881,NaN,NaN,4
1100,0.00068,NaN,NaN,1
1100,112.913977,NaN,NaN,2
1100,3.386452,NaN,NaN,3
1100,0.012215,NaN,NaN,4
